"u","v","w","vtkValidPointMask","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2","Time"
0,0,0,1,2,0.2,3.1225e-17,0
-0,0,0,1,2,0.2,3.1225e-17,0.011389
-0,0,0,1,2,0.2,3.1225e-17,0.022778
-0,0,0,1,2,0.2,3.1225e-17,0.034167
-0,0,0,1,2,0.2,3.1225e-17,0.045556
-0,0,0,1,2,0.2,3.1225e-17,0.056944
-3.237e-43,0,0,1,2,0.2,3.1225e-17,0.068333
1.2313e-39,0,0,1,2,0.2,3.1225e-17,0.079722
3.2223e-36,0,0,1,2,0.2,3.1225e-17,0.091111
3.8274e-34,0,0,1,2,0.2,3.1225e-17,0.1
1.2106e-33,0,0,1,2,0.2,3.1225e-17,0.10239
1.5857e-31,0,0,1,2,0.2,3.1225e-17,0.11378
9.2746e-30,0,0,1,2,0.2,3.1225e-17,0.12517
2.9275e-28,0,0,1,2,0.2,3.1225e-17,0.13656
5.6777e-27,0,0,1,2,0.2,3.1225e-17,0.14795
7.4337e-26,0,0,1,2,0.2,3.1225e-17,0.15934
7.0512e-25,0,0,1,2,0.2,3.1225e-17,0.17072
5.1163e-24,0,0,1,2,0.2,3.1225e-17,0.18211
2.9634e-23,0,0,1,2,0.2,3.1225e-17,0.1935
7.395e-23,0,0,1,2,0.2,3.1225e-17,0.2
1.3977e-22,0,0,1,2,0.2,3.1225e-17,0.20478
5.6836e-22,0,0,1,2,0.2,3.1225e-17,0.21617
2.0058e-21,0,0,1,2,0.2,3.1225e-17,0.22756
6.2588e-21,0,0,1,2,0.2,3.1225e-17,0.23895
1.7535e-20,0,0,1,2,0.2,3.1225e-17,0.25034
4.4683e-20,0,0,1,2,0.2,3.1225e-17,0.26173
1.047e-19,0,0,1,2,0.2,3.1225e-17,0.27312
2.2772e-19,0,0,1,2,0.2,3.1225e-17,0.28451
4.6336e-19,0,0,1,2,0.2,3.1225e-17,0.29589
5.8969e-19,0,0,1,2,0.2,3.1225e-17,0.3
8.829e-19,0,0,1,2,0.2,3.1225e-17,0.30717
1.6045e-18,0,0,1,2,0.2,3.1225e-17,0.31856
2.7772e-18,0,0,1,2,0.2,3.1225e-17,0.32995
4.5994e-18,0,0,1,2,0.2,3.1225e-17,0.34134
7.3172e-18,0,0,1,2,0.2,3.1225e-17,0.35273
1.1222e-17,0,0,1,2,0.2,3.1225e-17,0.36412
1.6641e-17,0,0,1,2,0.2,3.1225e-17,0.37551
2.3928e-17,0,0,1,2,0.2,3.1225e-17,0.3869
3.3443e-17,0,0,1,2,0.2,3.1225e-17,0.39829
3.5089e-17,0,0,1,2,0.2,3.1225e-17,0.4
4.5401e-17,0,0,1,2,0.2,3.1225e-17,0.40957
6.0337e-17,0,0,1,2,0.2,3.1225e-17,0.42096
7.8394e-17,0,0,1,2,0.2,3.1225e-17,0.43234
9.9726e-17,0,0,1,2,0.2,3.1225e-17,0.44373
1.2438e-16,0,0,1,2,0.2,3.1225e-17,0.45512
1.5227e-16,0,0,1,2,0.2,3.1225e-17,0.46651
1.8316e-16,0,0,1,2,0.2,3.1225e-17,0.4779
2.1665e-16,0,0,1,2,0.2,3.1225e-17,0.48929
2.5003e-16,0,0,1,2,0.2,3.1225e-17,0.5
2.5185e-16,0,0,1,2,0.2,3.1225e-17,0.50057
2.8869e-16,0,0,1,2,0.2,3.1225e-17,0.51196
3.2595e-16,0,0,1,2,0.2,3.1225e-17,0.52335
3.6257e-16,0,0,1,2,0.2,3.1225e-17,0.53474
3.9732e-16,0,0,1,2,0.2,3.1225e-17,0.54612
4.2883e-16,0,0,1,2,0.2,3.1225e-17,0.55751
4.556e-16,0,0,1,2,0.2,3.1225e-17,0.5689
4.7603e-16,0,0,1,2,0.2,3.1225e-17,0.58029
4.8839e-16,0,0,1,2,0.2,3.1225e-17,0.59168
4.9131e-16,0,0,1,2,0.2,3.1225e-17,0.6
4.9094e-16,0,0,1,2,0.2,3.1225e-17,0.60296
4.8188e-16,0,0,1,2,0.2,3.1225e-17,0.61435
4.5924e-16,0,0,1,2,0.2,3.1225e-17,0.62574
4.2109e-16,0,0,1,2,0.2,3.1225e-17,0.63713
3.6551e-16,0,0,1,2,0.2,3.1225e-17,0.64852
2.9056e-16,0,0,1,2,0.2,3.1225e-17,0.65991
1.9435e-16,0,0,1,2,0.2,3.1225e-17,0.67129
7.4983e-17,0,0,1,2,0.2,3.1225e-17,0.68268
-6.9354e-17,0,0,1,2,0.2,3.1225e-17,0.69407
-1.5495e-16,0,0,1,2,0.2,3.1225e-17,0.7
-2.3867e-16,0,0,1,2,0.2,3.1225e-17,0.70535
-4.3791e-16,0,0,1,2,0.2,3.1225e-17,0.71674
-6.672e-16,0,0,1,2,0.2,3.1225e-17,0.72813
-9.2805e-16,0,0,1,2,0.2,3.1225e-17,0.73952
-1.2219e-15,0,0,1,2,0.2,3.1225e-17,0.75091
-1.5501e-15,0,0,1,2,0.2,3.1225e-17,0.7623
-1.9139e-15,0,0,1,2,0.2,3.1225e-17,0.77369
-2.3143e-15,0,0,1,2,0.2,3.1225e-17,0.78507
-2.7525e-15,0,0,1,2,0.2,3.1225e-17,0.79646
-2.8963e-15,0,0,1,2,0.2,3.1225e-17,0.8
-3.2244e-15,0,0,1,2,0.2,3.1225e-17,0.80774
-3.74e-15,0,0,1,2,0.2,3.1225e-17,0.81913
-4.2955e-15,0,0,1,2,0.2,3.1225e-17,0.83052
-4.8915e-15,0,0,1,2,0.2,3.1225e-17,0.84191
-5.5283e-15,0,0,1,2,0.2,3.1225e-17,0.8533
-6.2062e-15,0,0,1,2,0.2,3.1225e-17,0.86469
-6.9253e-15,0,0,1,2,0.2,3.1225e-17,0.87608
-7.6857e-15,0,0,1,2,0.2,3.1225e-17,0.88747
-8.4872e-15,0,0,1,2,0.2,3.1225e-17,0.89886
-8.57e-15,0,0,1,2,0.2,3.1225e-17,0.9
-9.3215e-15,0,0,1,2,0.2,3.1225e-17,0.91014
-1.0204e-14,0,0,1,2,0.2,3.1225e-17,0.92153
-1.1127e-14,0,0,1,2,0.2,3.1225e-17,0.93291
-1.209e-14,0,0,1,2,0.2,3.1225e-17,0.9443
-1.3092e-14,0,0,1,2,0.2,3.1225e-17,0.95569
-1.4133e-14,0,0,1,2,0.2,3.1225e-17,0.96708
-1.5211e-14,0,0,1,2,0.2,3.1225e-17,0.97847
-1.6326e-14,0,0,1,2,0.2,3.1225e-17,0.98986
-1.735e-14,0,0,1,2,0.2,3.1225e-17,1
-1.7466e-14,0,0,1,2,0.2,3.1225e-17,1.0011
-1.8653e-14,0,0,1,2,0.2,3.1225e-17,1.0125
-1.9873e-14,0,0,1,2,0.2,3.1225e-17,1.0239
-2.1126e-14,0,0,1,2,0.2,3.1225e-17,1.0353
-2.2411e-14,0,0,1,2,0.2,3.1225e-17,1.0467
-2.3728e-14,0,0,1,2,0.2,3.1225e-17,1.0581
-2.5074e-14,0,0,1,2,0.2,3.1225e-17,1.0695
-2.6449e-14,0,0,1,2,0.2,3.1225e-17,1.0809
-2.7852e-14,0,0,1,2,0.2,3.1225e-17,1.0922
-2.8822e-14,0,0,1,2,0.2,3.1225e-17,1.1
-2.9268e-14,0,0,1,2,0.2,3.1225e-17,1.1035
-3.0723e-14,0,0,1,2,0.2,3.1225e-17,1.1149
-3.2202e-14,0,0,1,2,0.2,3.1225e-17,1.1263
-3.3705e-14,0,0,1,2,0.2,3.1225e-17,1.1377
-3.5231e-14,0,0,1,2,0.2,3.1225e-17,1.1491
-3.6779e-14,0,0,1,2,0.2,3.1225e-17,1.1605
-3.8347e-14,0,0,1,2,0.2,3.1225e-17,1.1719
-3.9936e-14,0,0,1,2,0.2,3.1225e-17,1.1833
-4.1544e-14,0,0,1,2,0.2,3.1225e-17,1.1946
-4.2307e-14,0,0,1,2,0.2,3.1225e-17,1.2
-4.3156e-14,0,0,1,2,0.2,3.1225e-17,1.2059
-4.4801e-14,0,0,1,2,0.2,3.1225e-17,1.2173
-4.6464e-14,0,0,1,2,0.2,3.1225e-17,1.2287
-4.8145e-14,0,0,1,2,0.2,3.1225e-17,1.2401
-4.9844e-14,0,0,1,2,0.2,3.1225e-17,1.2515
-5.1559e-14,0,0,1,2,0.2,3.1225e-17,1.2629
-5.3292e-14,0,0,1,2,0.2,3.1225e-17,1.2743
-5.5043e-14,0,0,1,2,0.2,3.1225e-17,1.2856
-5.6811e-14,0,0,1,2,0.2,3.1225e-17,1.297
-5.7275e-14,0,0,1,2,0.2,3.1225e-17,1.3
-5.8581e-14,0,0,1,2,0.2,3.1225e-17,1.3083
-6.0386e-14,0,0,1,2,0.2,3.1225e-17,1.3197
-6.221e-14,0,0,1,2,0.2,3.1225e-17,1.3311
-6.4055e-14,0,0,1,2,0.2,3.1225e-17,1.3425
-6.592e-14,0,0,1,2,0.2,3.1225e-17,1.3539
-6.7808e-14,0,0,1,2,0.2,3.1225e-17,1.3653
-6.9719e-14,0,0,1,2,0.2,3.1225e-17,1.3766
-7.1656e-14,0,0,1,2,0.2,3.1225e-17,1.388
-7.3618e-14,0,0,1,2,0.2,3.1225e-17,1.3994
-7.3718e-14,0,0,1,2,0.2,3.1225e-17,1.4
-7.559e-14,0,0,1,2,0.2,3.1225e-17,1.4107
-7.761e-14,0,0,1,2,0.2,3.1225e-17,1.4221
-7.9662e-14,0,0,1,2,0.2,3.1225e-17,1.4335
-8.1748e-14,0,0,1,2,0.2,3.1225e-17,1.4449
-8.3871e-14,0,0,1,2,0.2,3.1225e-17,1.4563
-8.6032e-14,0,0,1,2,0.2,3.1225e-17,1.4676
-8.8234e-14,0,0,1,2,0.2,3.1225e-17,1.479
-9.0481e-14,0,0,1,2,0.2,3.1225e-17,1.4904
-9.2405e-14,0,0,1,2,0.2,3.1225e-17,1.5
-9.2752e-14,0,0,1,2,0.2,3.1225e-17,1.5017
-9.5095e-14,0,0,1,2,0.2,3.1225e-17,1.5131
-9.7491e-14,0,0,1,2,0.2,3.1225e-17,1.5245
-9.9943e-14,0,0,1,2,0.2,3.1225e-17,1.5359
-1.0246e-13,0,0,1,2,0.2,3.1225e-17,1.5473
-1.0503e-13,0,0,1,2,0.2,3.1225e-17,1.5587
-1.0767e-13,0,0,1,2,0.2,3.1225e-17,1.57
-1.1039e-13,0,0,1,2,0.2,3.1225e-17,1.5814
-1.1317e-13,0,0,1,2,0.2,3.1225e-17,1.5928
-1.1497e-13,0,0,1,2,0.2,3.1225e-17,1.6
-1.1601e-13,0,0,1,2,0.2,3.1225e-17,1.6041
-1.1896e-13,0,0,1,2,0.2,3.1225e-17,1.6155
-1.22e-13,0,0,1,2,0.2,3.1225e-17,1.6269
-1.2512e-13,0,0,1,2,0.2,3.1225e-17,1.6383
-1.2835e-13,0,0,1,2,0.2,3.1225e-17,1.6497
-1.3167e-13,0,0,1,2,0.2,3.1225e-17,1.661
-1.351e-13,0,0,1,2,0.2,3.1225e-17,1.6724
-1.3864e-13,0,0,1,2,0.2,3.1225e-17,1.6838
-1.4229e-13,0,0,1,2,0.2,3.1225e-17,1.6952
-1.4386e-13,0,0,1,2,0.2,3.1225e-17,1.7
-1.4603e-13,0,0,1,2,0.2,3.1225e-17,1.7065
-1.4992e-13,0,0,1,2,0.2,3.1225e-17,1.7179
-1.5395e-13,0,0,1,2,0.2,3.1225e-17,1.7293
-1.5811e-13,0,0,1,2,0.2,3.1225e-17,1.7407
-1.6241e-13,0,0,1,2,0.2,3.1225e-17,1.752
-1.6685e-13,0,0,1,2,0.2,3.1225e-17,1.7634
-1.7145e-13,0,0,1,2,0.2,3.1225e-17,1.7748
-1.762e-13,0,0,1,2,0.2,3.1225e-17,1.7862
-1.8111e-13,0,0,1,2,0.2,3.1225e-17,1.7976
-1.8217e-13,0,0,1,2,0.2,3.1225e-17,1.8
-1.8614e-13,0,0,1,2,0.2,3.1225e-17,1.8089
-1.9139e-13,0,0,1,2,0.2,3.1225e-17,1.8203
-1.9681e-13,0,0,1,2,0.2,3.1225e-17,1.8317
-2.0242e-13,0,0,1,2,0.2,3.1225e-17,1.8431
-2.0821e-13,0,0,1,2,0.2,3.1225e-17,1.8544
-2.142e-13,0,0,1,2,0.2,3.1225e-17,1.8658
-2.2038e-13,0,0,1,2,0.2,3.1225e-17,1.8772
-2.2677e-13,0,0,1,2,0.2,3.1225e-17,1.8886
-2.3337e-13,0,0,1,2,0.2,3.1225e-17,1.9
-2.3337e-13,0,0,1,2,0.2,3.1225e-17,1.9
-2.4011e-13,0,0,1,2,0.2,3.1225e-17,1.9113
-2.4714e-13,0,0,1,2,0.2,3.1225e-17,1.9227
-2.544e-13,0,0,1,2,0.2,3.1225e-17,1.9341
-2.6189e-13,0,0,1,2,0.2,3.1225e-17,1.9454
-2.6961e-13,0,0,1,2,0.2,3.1225e-17,1.9568
-2.7757e-13,0,0,1,2,0.2,3.1225e-17,1.9682
-2.8578e-13,0,0,1,2,0.2,3.1225e-17,1.9796
-2.9423e-13,0,0,1,2,0.2,3.1225e-17,1.991
-3.011e-13,0,0,1,2,0.2,3.1225e-17,2
-3.0286e-13,0,0,1,2,0.2,3.1225e-17,2.0023
-3.1184e-13,0,0,1,2,0.2,3.1225e-17,2.0137
-3.2108e-13,0,0,1,2,0.2,3.1225e-17,2.0251
-3.3059e-13,0,0,1,2,0.2,3.1225e-17,2.0364
-3.4037e-13,0,0,1,2,0.2,3.1225e-17,2.0478
-3.5044e-13,0,0,1,2,0.2,3.1225e-17,2.0592
-3.6079e-13,0,0,1,2,0.2,3.1225e-17,2.0706
-3.7143e-13,0,0,1,2,0.2,3.1225e-17,2.082
-3.8236e-13,0,0,1,2,0.2,3.1225e-17,2.0934
-3.8885e-13,0,0,1,2,0.2,3.1225e-17,2.1
-3.9349e-13,0,0,1,2,0.2,3.1225e-17,2.1047
-4.0502e-13,0,0,1,2,0.2,3.1225e-17,2.1161
-4.1686e-13,0,0,1,2,0.2,3.1225e-17,2.1274
-4.2901e-13,0,0,1,2,0.2,3.1225e-17,2.1388
-4.4147e-13,0,0,1,2,0.2,3.1225e-17,2.1502
-4.5426e-13,0,0,1,2,0.2,3.1225e-17,2.1616
-4.6736e-13,0,0,1,2,0.2,3.1225e-17,2.173
-4.8079e-13,0,0,1,2,0.2,3.1225e-17,2.1844
-4.9456e-13,0,0,1,2,0.2,3.1225e-17,2.1958
-4.9974e-13,0,0,1,2,0.2,3.1225e-17,2.2
-5.0852e-13,0,0,1,2,0.2,3.1225e-17,2.2071
-5.2295e-13,0,0,1,2,0.2,3.1225e-17,2.2184
-5.3772e-13,0,0,1,2,0.2,3.1225e-17,2.2298
-5.5283e-13,0,0,1,2,0.2,3.1225e-17,2.2412
-5.6829e-13,0,0,1,2,0.2,3.1225e-17,2.2526
-5.841e-13,0,0,1,2,0.2,3.1225e-17,2.264
-6.0026e-13,0,0,1,2,0.2,3.1225e-17,2.2754
-6.1677e-13,0,0,1,2,0.2,3.1225e-17,2.2868
-6.3364e-13,0,0,1,2,0.2,3.1225e-17,2.2982
-6.3638e-13,0,0,1,2,0.2,3.1225e-17,2.3
-6.5071e-13,0,0,1,2,0.2,3.1225e-17,2.3095
-6.683e-13,0,0,1,2,0.2,3.1225e-17,2.3208
-6.8625e-13,0,0,1,2,0.2,3.1225e-17,2.3322
-7.0457e-13,0,0,1,2,0.2,3.1225e-17,2.3436
-7.2326e-13,0,0,1,2,0.2,3.1225e-17,2.355
-7.4232e-13,0,0,1,2,0.2,3.1225e-17,2.3664
-7.6174e-13,0,0,1,2,0.2,3.1225e-17,2.3778
-7.8155e-13,0,0,1,2,0.2,3.1225e-17,2.3892
-8.0072e-13,0,0,1,2,0.2,3.1225e-17,2.4
-8.0153e-13,0,0,1,2,0.2,3.1225e-17,2.4005
-8.2208e-13,0,0,1,2,0.2,3.1225e-17,2.4118
-8.4301e-13,0,0,1,2,0.2,3.1225e-17,2.4232
-8.6431e-13,0,0,1,2,0.2,3.1225e-17,2.4346
-8.86e-13,0,0,1,2,0.2,3.1225e-17,2.446
-9.0806e-13,0,0,1,2,0.2,3.1225e-17,2.4574
-9.3051e-13,0,0,1,2,0.2,3.1225e-17,2.4688
-9.5334e-13,0,0,1,2,0.2,3.1225e-17,2.4802
-9.7654e-13,0,0,1,2,0.2,3.1225e-17,2.4916
-9.9398e-13,0,0,1,2,0.2,3.1225e-17,2.5
-9.9991e-13,0,0,1,2,0.2,3.1225e-17,2.5028
-1.0239e-12,0,0,1,2,0.2,3.1225e-17,2.5142
-1.0482e-12,0,0,1,2,0.2,3.1225e-17,2.5256
-1.073e-12,0,0,1,2,0.2,3.1225e-17,2.537
-1.0981e-12,0,0,1,2,0.2,3.1225e-17,2.5484
-1.1236e-12,0,0,1,2,0.2,3.1225e-17,2.5598
-1.1495e-12,0,0,1,2,0.2,3.1225e-17,2.5712
-1.1757e-12,0,0,1,2,0.2,3.1225e-17,2.5826
-1.2024e-12,0,0,1,2,0.2,3.1225e-17,2.594
-1.2167e-12,0,0,1,2,0.2,3.1225e-17,2.6
-1.2292e-12,0,0,1,2,0.2,3.1225e-17,2.6052
-1.2566e-12,0,0,1,2,0.2,3.1225e-17,2.6166
-1.2844e-12,0,0,1,2,0.2,3.1225e-17,2.628
-1.3125e-12,0,0,1,2,0.2,3.1225e-17,2.6394
-1.3411e-12,0,0,1,2,0.2,3.1225e-17,2.6508
-1.37e-12,0,0,1,2,0.2,3.1225e-17,2.6622
-1.3993e-12,0,0,1,2,0.2,3.1225e-17,2.6736
-1.4289e-12,0,0,1,2,0.2,3.1225e-17,2.685
-1.459e-12,0,0,1,2,0.2,3.1225e-17,2.6963
-1.4687e-12,0,0,1,2,0.2,3.1225e-17,2.7
-1.4891e-12,0,0,1,2,0.2,3.1225e-17,2.7076
-1.5199e-12,0,0,1,2,0.2,3.1225e-17,2.719
-1.551e-12,0,0,1,2,0.2,3.1225e-17,2.7304
-1.5825e-12,0,0,1,2,0.2,3.1225e-17,2.7418
-1.6144e-12,0,0,1,2,0.2,3.1225e-17,2.7532
-1.6466e-12,0,0,1,2,0.2,3.1225e-17,2.7646
-1.6792e-12,0,0,1,2,0.2,3.1225e-17,2.776
-1.7122e-12,0,0,1,2,0.2,3.1225e-17,2.7874
-1.7455e-12,0,0,1,2,0.2,3.1225e-17,2.7987
-1.7492e-12,0,0,1,2,0.2,3.1225e-17,2.8
-1.7788e-12,0,0,1,2,0.2,3.1225e-17,2.81
-1.8129e-12,0,0,1,2,0.2,3.1225e-17,2.8214
-1.8472e-12,0,0,1,2,0.2,3.1225e-17,2.8328
-1.8819e-12,0,0,1,2,0.2,3.1225e-17,2.8442
-1.917e-12,0,0,1,2,0.2,3.1225e-17,2.8556
-1.9524e-12,0,0,1,2,0.2,3.1225e-17,2.867
-1.9881e-12,0,0,1,2,0.2,3.1225e-17,2.8784
-2.0242e-12,0,0,1,2,0.2,3.1225e-17,2.8897
-2.0569e-12,0,0,1,2,0.2,3.1225e-17,2.9
-2.0602e-12,0,0,1,2,0.2,3.1225e-17,2.901
-2.0969e-12,0,0,1,2,0.2,3.1225e-17,2.9124
-2.1338e-12,0,0,1,2,0.2,3.1225e-17,2.9238
-2.1705e-12,0,0,1,2,0.2,3.1225e-17,2.9352
-2.2058e-12,0,0,1,2,0.2,3.1225e-17,2.9466
-2.2352e-12,0,0,1,2,0.2,3.1225e-17,2.958
-2.2433e-12,0,0,1,2,0.2,3.1225e-17,2.9694
-2.1791e-12,0,0,1,2,0.2,3.1225e-17,2.9807
-1.8824e-12,0,0,1,2,0.2,3.1225e-17,2.9921
-1.324e-12,0,0,1,2,0.2,3.1225e-17,3
-9.0895e-13,0,0,1,2,0.2,3.1225e-17,3.0034
1.9332e-12,0,0,1,2,0.2,3.1225e-17,3.0148
9.3346e-12,0,0,1,2,0.2,3.1225e-17,3.0262
2.6715e-11,0,0,1,2,0.2,3.1225e-17,3.0376
6.3671e-11,0,0,1,2,0.2,3.1225e-17,3.049
1.3528e-10,0,0,1,2,0.2,3.1225e-17,3.0604
2.6277e-10,0,0,1,2,0.2,3.1225e-17,3.0718
4.7326e-10,0,0,1,2,0.2,3.1225e-17,3.0831
7.9841e-10,0,0,1,2,0.2,3.1225e-17,3.0945
1.0054e-09,0,0,1,2,0.2,3.1225e-17,3.1
1.267e-09,0,0,1,2,0.2,3.1225e-17,3.1058
1.9219e-09,0,0,1,2,0.2,3.1225e-17,3.1172
2.7907e-09,0,0,1,2,0.2,3.1225e-17,3.1286
3.9004e-09,0,0,1,2,0.2,3.1225e-17,3.14
5.2716e-09,0,0,1,2,0.2,3.1225e-17,3.1514
6.9176e-09,0,0,1,2,0.2,3.1225e-17,3.1628
8.8444e-09,0,0,1,2,0.2,3.1225e-17,3.1741
1.1051e-08,0,0,1,2,0.2,3.1225e-17,3.1855
1.3529e-08,0,0,1,2,0.2,3.1225e-17,3.1969
1.4244e-08,0,0,1,2,0.2,3.1225e-17,3.2
1.6238e-08,0,0,1,2,0.2,3.1225e-17,3.2082
1.9213e-08,0,0,1,2,0.2,3.1225e-17,3.2196
2.2406e-08,0,0,1,2,0.2,3.1225e-17,3.231
2.5794e-08,0,0,1,2,0.2,3.1225e-17,3.2424
2.935e-08,0,0,1,2,0.2,3.1225e-17,3.2538
3.3049e-08,0,0,1,2,0.2,3.1225e-17,3.2651
3.6864e-08,0,0,1,2,0.2,3.1225e-17,3.2765
4.0769e-08,0,0,1,2,0.2,3.1225e-17,3.2879
4.4738e-08,0,0,1,2,0.2,3.1225e-17,3.2993
4.498e-08,0,0,1,2,0.2,3.1225e-17,3.3
4.8711e-08,0,0,1,2,0.2,3.1225e-17,3.3106
5.2738e-08,0,0,1,2,0.2,3.1225e-17,3.322
5.6758e-08,0,0,1,2,0.2,3.1225e-17,3.3334
6.0742e-08,0,0,1,2,0.2,3.1225e-17,3.3448
6.4652e-08,0,0,1,2,0.2,3.1225e-17,3.3561
6.8439e-08,0,0,1,2,0.2,3.1225e-17,3.3675
7.2039e-08,0,0,1,2,0.2,3.1225e-17,3.3789
7.5372e-08,0,0,1,2,0.2,3.1225e-17,3.3903
7.793e-08,0,0,1,2,0.2,3.1225e-17,3.4
7.8323e-08,0,0,1,2,0.2,3.1225e-17,3.4016
8.0855e-08,0,0,1,2,0.2,3.1225e-17,3.413
8.2847e-08,0,0,1,2,0.2,3.1225e-17,3.4244
8.422e-08,0,0,1,2,0.2,3.1225e-17,3.4358
8.4909e-08,0,0,1,2,0.2,3.1225e-17,3.4472
8.487e-08,0,0,1,2,0.2,3.1225e-17,3.4585
8.4076e-08,0,0,1,2,0.2,3.1225e-17,3.4699
8.252e-08,0,0,1,2,0.2,3.1225e-17,3.4813
8.0201e-08,0,0,1,2,0.2,3.1225e-17,3.4927
7.8319e-08,0,0,1,2,0.2,3.1225e-17,3.5
7.716e-08,0,0,1,2,0.2,3.1225e-17,3.504
7.3349e-08,0,0,1,2,0.2,3.1225e-17,3.5154
6.8799e-08,0,0,1,2,0.2,3.1225e-17,3.5268
6.351e-08,0,0,1,2,0.2,3.1225e-17,3.5382
5.748e-08,0,0,1,2,0.2,3.1225e-17,3.5495
5.0696e-08,0,0,1,2,0.2,3.1225e-17,3.5609
4.3145e-08,0,0,1,2,0.2,3.1225e-17,3.5723
3.4811e-08,0,0,1,2,0.2,3.1225e-17,3.5837
2.5678e-08,0,0,1,2,0.2,3.1225e-17,3.5951
2.1497e-08,0,0,1,2,0.2,3.1225e-17,3.6
1.5831e-08,0,0,1,2,0.2,3.1225e-17,3.6064
5.0742e-09,0,0,1,2,0.2,3.1225e-17,3.6178
-6.504e-09,0,0,1,2,0.2,3.1225e-17,3.6292
-1.8897e-08,0,0,1,2,0.2,3.1225e-17,3.6405
-3.2092e-08,0,0,1,2,0.2,3.1225e-17,3.6519
-4.6067e-08,0,0,1,2,0.2,3.1225e-17,3.6633
-6.079e-08,0,0,1,2,0.2,3.1225e-17,3.6747
-7.6225e-08,0,0,1,2,0.2,3.1225e-17,3.6861
-9.2329e-08,0,0,1,2,0.2,3.1225e-17,3.6975
-9.5964e-08,0,0,1,2,0.2,3.1225e-17,3.7
-1.0889e-07,0,0,1,2,0.2,3.1225e-17,3.7088
-1.2617e-07,0,0,1,2,0.2,3.1225e-17,3.7202
-1.4395e-07,0,0,1,2,0.2,3.1225e-17,3.7315
-1.6218e-07,0,0,1,2,0.2,3.1225e-17,3.7429
-1.8078e-07,0,0,1,2,0.2,3.1225e-17,3.7543
-1.9971e-07,0,0,1,2,0.2,3.1225e-17,3.7657
-2.1889e-07,0,0,1,2,0.2,3.1225e-17,3.7771
-2.3825e-07,0,0,1,2,0.2,3.1225e-17,3.7885
-2.5774e-07,0,0,1,2,0.2,3.1225e-17,3.7999
-2.5795e-07,0,0,1,2,0.2,3.1225e-17,3.8
-2.7712e-07,0,0,1,2,0.2,3.1225e-17,3.8112
-2.9668e-07,0,0,1,2,0.2,3.1225e-17,3.8226
-3.1619e-07,0,0,1,2,0.2,3.1225e-17,3.8339
-3.3561e-07,0,0,1,2,0.2,3.1225e-17,3.8453
-3.5487e-07,0,0,1,2,0.2,3.1225e-17,3.8567
-3.7392e-07,0,0,1,2,0.2,3.1225e-17,3.8681
